Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Colombia,COL,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.884323476,2.143256303,3.099415205,3.515140376,3.180803571,3.190946922,3.165244797,3.117364563,2.385372481,2.054924157,2.259546584,3.374174097,1.967195823,1.690245106,1.575780135,1.740268075,1.493602871,1.438487214,1.55031941,1.67392877,1.830121649,1.755120362,1.713850959,2.219937527,2.325894964,2.054016609,1.944619591,1.983135416,2.199244755,2.188183807,1.8601593,1.853481783,2.106677943,2.525267018,2.508407013,2.831626581,4.445393254,2.801787886,3.440985742,3.762742058,3.031683539,3.323872819,3.417127624,3.463988691,3.465015174,3.374679694,3.295824991,3.286301709,3.737246986,3.886963837,3.636915046,3.07710699,3.156005863,3.272262857,3.108258848,3.109960084,3.071131026,3.208096724,3.033232739,3.145656694,3.536986516,3.195886921,2.81188848,2.872983187
Comoros,COM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabo Verde,CPV,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,2.792398965,2.463444386,2.335531481,2.103676174,1.913885606,,,,0.992592471,0.756580531,0.838878589,1.265080851,0.84417531,0.831007455,0.858540442,0.838543201,1.154025913,0.753615197,0.66548029,0.648753559,0.630978438,0.649497233,0.564741208,0.481259814,0.548601274,0.449908484,0.451425943,0.476996487,0.506009716,0.483664166,0.492596174,0.510089039,0.55004804,0.470518534,0.485896541,0.431864984,0.618818771,0.561428911,0.457294201,0.52823187
Costa Rica,CRI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.380960052,3.326856112,3.084505001,3.937599978,3.512728781,3.536004761,3.083791445,3.072187925,2.872403239,2.876207372,,,,,
Curacao,CUW,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,1.270291696,1.577157899,5.391477698,5.700256029,5.369355098,7.374035613,7.264776122,9.129286044,4.074952605,4.023989196,3.041034215,4.524714829,5.57391077,4.676317946,2.73385097,2.822090151,3.153222159,2.130160735,1.985163124,1.955769162,2.037469743,1.899997863,1.684599658,1.629704944,1.816819508,1.852924551,1.737832091,1.654751702,1.60700909,1.54260196,1.647667627,1.404557612,1.568102939,1.760545917,1.786619013,1.920171746,1.837920412,1.822731036,1.824603006
Czechia,CZE,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.330404066,2.283400858,1.843622773,1.731904688,1.662045791,1.82593182,1.859069923,1.877356956,1.751249558,1.824406968,1.892764044,1.713703173,1.7788222,1.567835336,1.423716289,1.232471567,1.310564143,1.194772181,1.077836499,1.063216817,1.01508372,0.966227818,0.946582096,0.996128103,0.956655422,1.088449481,1.15229255,1.322449949,1.397345793,1.378528444,1.524189624
Germany,DEU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.769862862,3.739906276,4.49596722,4.899283975,4.38429972,4.091072451,3.909296838,4.077676294,3.40638729,3.398622894,3.012630644,3.060213562,3.167507566,3.159617333,3.26114133,3.283216161,3.135566594,3.038293711,3.049444552,2.964182383,2.96134976,3.041879689,3.034295629,3.026973941,2.926224662,2.867379484,2.790328567,2.772299026,2.64090993,2.532430534,2.518432707,1.997834988,1.860479941,1.693538323,1.550276433,1.495022014,1.46585846,1.409301733,1.390894786,1.395074355,1.358883033,1.323438303,1.327958121,1.316924865,1.268957396,1.065629701,1.199302958,1.172471765,1.209034004,1.310604073,1.266826626,1.206150336,1.241677479,1.185257901,1.149941997,1.137338427,1.151230373,1.153403721,1.170548545,1.26184145,1.374271755,1.321027243,1.377138421,1.519651921
Djibouti,DJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,0.020942408,0.01750547,0.535539602,1.415326001,7.485064011,7.659693166,,,,,,,,6.650884508,6.760028054,6.158737241,5.757444699,5.791646029,5.080478793,5.474986078,5.65087454,5.478089713,5.069101191,,,,5.607179054,4.507756783,4.58763424,2.901074893,2.627582525,,,,,,,,,,,,,,,
Dominica,DMA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.728877556,2.586811645,3.018273104,3.041523894,2.842914471,2.832137733,2.636749699,2.588210924,2.67593415,2.391607631,2.429119966,2.362222189,2.179973346,1.975807583,2.234843932,2.397249542,2.204203185,2.216303129,2.271821195,2.251527372,2.363092523,2.438666392,2.419895025,2.364742876,2.235470726,2.104672107,1.944819237,2.031647483,2.087470632,2.024220137,1.950757035,1.95468015,1.889377285,1.90719767,1.770109883,1.685314665,1.644816658,1.615961205,1.608026388,1.564854723,1.457444051,1.53238072,1.508149852,1.46685125,1.423704234,1.3114885,1.377492014,1.307246829,1.35500459,1.350178625,1.398621787,1.313531285,1.351818973,1.227252,1.149273286,1.111446012,1.147637617,1.138233254,1.277539272,1.295092381,1.377131121,1.300122237,1.36761549,1.953195964
Dominican Republic,DOM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.231525748,5.229793978,4.319654428,3.865213082,3.783495059,4.212070411,3.462719911,3.191868759,3.245171394,2.64782447,2.416694716,2.196219622,1.987521385,1.791273937,1.965065502,1.831013309,1.928381627,1.885723006,2.17556607,2.182294319,1.583543216,1.720128253,1.582040078,1.366505433,1.198895981,1.210052351,1.344154055,1.018139942,0.880047488,0.800367985,0.675729388,0.348155032,0.559086816,0.755070036,0.733765624,0.549477868,0.63365161,0.796926407,0.780062374,0.816243888,1.030096472,1.213496052,1.058919211,0.764145027,0.687618052,0.766536372,0.683423361,0.627619057,0.699861657,0.66746117,0.667531705,0.60292806,0.653151462,0.611824773,0.651437856,0.643674978,0.634030553,0.666063444,0.69399111,0.689583055,0.746231922,0.647239949,0.668011698,0.740729437
Algeria,DZA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.613636364,1.923728814,,2.511485452,3.496453901,3.418635171,3.512593601,3.019100431,2.614727855,2.386867358,2.130539184,2.087585034,1.795843966,1.688161994,1.957668149,2.131094293,2.701721228,2.241950459,2.375228938,2.138695866,2.102063296,1.818048875,2.063097441,1.951213252,1.755124007,1.643706897,1.787213666,1.856376277,1.749698749,1.540123779,1.461070586,1.210834059,2.14013213,2.505631577,3.146430012,2.935027107,3.094088396,3.637403468,3.965673788,3.755079983,3.433393961,3.820704502,3.700804811,3.251223274,3.283895204,2.834170854,2.643808846,2.923322162,3.024746182,3.848515527,3.518023197,4.325697443,4.46107862,4.844508917,5.548483336,6.270242856,6.384928983,5.924383327,5.483588701,5.999941464,6.65871083,5.570828785,4.695022193,8.171720557
East Asia & Pacific (excluding high income),EAP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.374644405,2.345328673,2.277741582,2.328025858,1.989984971,1.879675311,1.819064474,1.756555946,1.718691494,1.630159806,1.74900045,1.674130958,1.798288524,1.852330566,1.84305571,1.779982708,1.697713838,1.675098459,1.610669578,1.586455698,1.748089013,1.590344621,1.53253147,1.589497569,1.62878579,1.645057078,1.694060223,1.674230127,1.624650075,1.580924232,1.57905727,1.673735451,1.542681682,1.544515692,1.568950857
Early-demographic dividend,EAR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.260933735,2.260028305,2.786977157,3.118413742,3.060845977,3.149047589,3.111287414,3.328243436,3.37765818,3.521046587,3.88230812,3.840609961,3.766025751,3.76685189,4.044489606,4.792478128,4.965784959,5.8000305,5.620203192,4.958981989,4.476225328,4.709102246,5.390005819,5.141398002,5.002069035,4.718650055,3.941595253,4.605919988,4.262711094,3.82649928,3.574813762,3.461169269,3.081169722,2.963587702,2.78886674,2.716176043,2.59487726,2.716996798,2.794448614,2.639625765,2.53191263,2.52275383,2.483272319,2.433843998,2.367577351,2.33261153,2.252046155,2.246242874,2.228698742,2.525469625,2.309151519,2.184368317,2.268301318,2.375842065,2.517740789,2.621499927,2.422352766,2.428225577,2.386613243,2.318405519,2.501433368,2.222440544,2.069927042,2.15672755
East Asia & Pacific,EAS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,1.561874528,1.544962572,1.50038959,,,1.616976827,1.564862864,1.469830348,1.418572569,1.43480574,1.373943917,1.249264882,1.4203576,1.463252912,1.670237835,1.678128609,1.587219434,1.66878426,1.748940416,1.773384667,1.861833564,1.769859308,1.724507508,1.715572648,1.529697522,1.507174136,1.475744559,1.583922198,1.600322963,1.559388423,1.567427385,1.487894152,1.435249883,1.399561898,1.433261297,1.444575686,1.409144967,1.397978577,1.350395811,1.416141753,1.453449165,1.454074841,1.435282019,1.44793602,1.472992805,1.471736028,1.466220932,1.570869296,1.482541909,1.46473457,1.491414645,1.539549293,1.579618315,1.629639372,1.601996075,1.572942392,1.557356349,1.570273702,1.654316631,1.574814694,1.596856924,1.639549528
Europe & Central Asia (excluding high income),ECA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.531571219,3.764542936,3.711083437,3.387339056,3.422465209,3.554418605,3.143981117,3.259574468,3.275555556,3.0793379,3.25648855,3.499793814,3.445520581,3.349450549,3.19302138,5.119453925,4.943027211,4.713623024,4.187306404,3.357258558,3.948545247,3.874668115,4.336184867,3.982027563,3.672848474,3.589230401,3.691610485,,,,,,,2.784973687,3.141551364,3.162717319,3.366441706,3.522690721,2.960069919,3.377030856,3.261109913,3.072627848,3.206414141,2.864077185,2.457089465,2.283535981,2.27032956,2.254554659,2.191195084,2.327476882,2.129441631,1.97524404,1.985988387,1.929393955,1.916153597,1.947294593,2.026504289,1.969784908,2.323768401,2.494569464,2.433072564,2.028629423,3.746422803,4.790752109
Europe & Central Asia,ECS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.3666152,4.262314163,4.445896025,4.399748614,4.188625253,4.0335641,3.953244932,3.939967148,3.675019238,3.465088823,3.205643439,3.188299288,3.211885146,3.056063873,3.081828855,3.19473229,3.098334184,3.074711846,3.024537764,2.996418568,3.035974211,3.116679921,3.206361132,3.174563141,3.116447013,3.07781168,2.925762673,2.880506483,2.756655874,2.667313973,2.597235336,2.463250458,2.43951326,2.326462979,2.247423483,2.030909248,2.00180017,2.012105695,1.899861437,1.879289584,1.859345804,1.830471824,1.850027796,1.835499185,1.794168105,1.731284226,1.728388023,1.704590598,1.729602657,1.829528237,1.772738522,1.724837718,1.769635246,1.735253488,1.70045837,1.679598614,1.700095171,1.648585677,1.636384712,1.695172234,1.830996852,1.736957485,2.003473827,2.278944549
Ecuador,ECU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.376236784,2.046766984,2.045453783,1.765212311,1.909954013,2.069565217,1.824221519,1.804423333,1.923973498,2.370616301,1.833689718,1.85402517,1.990023208,1.976570409,2.015889956,2.366808985,2.200687668,3.080372169,2.142726489,1.987493749,1.781224699,1.677840318,1.654002831,1.57477835,1.485232327,1.779738554,1.837386828,1.966316149,1.977626848,1.923989193,1.890323788,1.778360165,1.667206599,1.821421501,1.559343468,2.34132011,1.950397527,2.104171235,2.357234865,1.751925046,1.452075953,1.569375982,1.768891985,2.278553365,1.940332799,2.298402791,2.029825877,2.56823582,2.665041736,3.117418088,3.010551292,3.095110057,2.945452865,2.875890683,2.739230809,2.616074159,2.5147668,2.361263384,2.370167727,2.170051989,2.373122496,2.268911931,2.248155134,2.297069579
"Egypt, Arab Rep.",EGY,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,6.67547918,8.664688427,10.32838983,10.11743451,8.718268831,8.907698509,11.13304382,14.33605341,15.98788287,17.18701218,13.56453029,13.51351351,17.27424351,15.43184609,13.72689611,13.11205847,9.940713483,6.468937876,6.160310278,7.416909621,7.188960605,7.958673933,8.26523207,7.856933059,7.498130566,6.528742771,5.060876623,3.968098958,3.467699536,3.611744704,3.215500632,3.097736992,3.153934651,3.082036234,2.97481187,2.841485218,2.659383291,2.569767478,2.55126514,2.98556856,3.278454797,3.17728527,2.877531237,2.714220407,2.606218603,2.379634675,2.180785485,2.032645043,1.952967052,1.837025511,1.648175793,1.610056977,1.689694836,1.723147428,1.666605152,1.4220317,1.249966196,1.180971797,1.122475503,1.122009271,1.048481514,0.87056551
Euro area,EMU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.776814754,3.706688784,3.979648249,3.976191442,3.746803675,3.563063257,3.520482999,3.539455286,3.305719249,3.133936165,2.837559351,2.841286085,2.891440936,2.803542252,2.828988882,2.870130319,2.79860132,2.811830152,2.791074517,2.760899464,2.717156345,2.798030825,2.837687484,2.816581313,2.749156286,2.694276493,2.62436976,2.632907662,2.525192807,2.424094789,2.356573313,2.164344748,2.063228328,2.000990818,1.923204348,1.797576775,1.781453888,1.745117722,1.69867835,1.673694786,1.637393075,1.589270748,1.574422048,1.572026917,1.555897829,1.46542215,1.468117989,1.425627206,1.46337268,1.551355649,1.478792373,1.417907228,1.413620615,1.362002588,1.324470204,1.301002995,1.326177815,1.328777456,1.331519308,1.356143831,1.52183992,1.483937994,1.516941611,1.610776202
Eritrea,ERI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.32911392,12.71594203,19.53911241,20.34481906,11.86041497,32.49706661,34.37776845,32.65567119,22.13679156,20.67187836,20.86574531,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.250747022,2.031244826,2.267745892,1.96963292,1.930558573,1.884866825,2.07961936,1.851956944,2.297672519,2.434167534,2.286616226,2.107971746,2.317782098,2.110741725,2.207563937,2.004262233,2.321046932,2.314232663,2.357957301,2.497064901,2.489895785,2.582108745,2.660306746,2.9362729,2.966005504,2.954721708,2.62503668,2.614700689,2.489375217,2.359675142,2.293305209,2.129192231,2.042803676,2.011871737,2.001337402,1.917022395,1.814439016,1.722815679,1.757319949,1.755234589,1.725517988,1.629584033,1.455973702,1.422544393,1.43022118,1.387177754,1.370007461,1.363106312,1.367620485,1.358353837,1.387378124,1.331876555,1.4236304,1.272360404,1.253912424,1.27023204,1.137135909,1.23002911,1.254333772,1.232704918,1.366645517,1.352117746,1.43399657,1.509012285
Estonia,EST,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761751961,1.041630274,0.958098327,0.873596074,1.046772487,1.067491718,1.287113364,1.376327115,1.502214462,1.667129501,1.743049295,1.699689225,1.450919932,1.387562066,1.657320236,1.767197613,1.799059796,1.700425622,1.678933303,1.897672784,1.908963649,1.925357386,2.026041742,2.069164366,2.009766509,2.00908712,2.035703972,2.296756834,2.030866221,2.16044264,2.866653874
Ethiopia,ETH,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,1.855877617,1.932190329,2.428366762,2.921584479,3.229935251,3.107199084,2.48622497,2.195616369,2.020664553,1.883109803,1.906071504,1.936410256,1.925554082,2.794582393,4.492062115,4.131722525,3.967780853,4.810902452,6.886588009,8.708582133,7.536958032,7.539018428,7.179617834,7.969148162,6.823904199,6.697237569,6.855673685,8.50143611,10.27664846,9.657969809,5.705131545,3.441708349,3.071688351,2.868438702,2.225616054,2.117138489,3.343177478,7.276936149,9.506942683,7.613843906,4.349020778,3.719388099,3.238842734,3.072650407,2.812218375,2.307149324,1.89627733,1.515847964,1.204601578,1.153942527,1.090706474,0.868361507,0.806417194,0.768407756,0.705414651,0.68356721,0.675310716,0.645850963,0.579949537,0.521624297,0.492015223,0.869861418,0.78832288
European Union,EUU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.752173467,3.681184034,3.950048043,3.954007982,3.731881794,3.564827031,3.517606843,3.519275991,3.299946682,3.13329546,2.865827276,2.866788724,2.903561818,2.807282201,2.835428537,2.872402326,2.795386546,2.811724109,2.796877927,2.767362116,2.723028125,2.801658481,2.832619313,2.807260043,2.737058432,2.698006801,2.610333456,2.626188298,2.531823658,2.445776811,2.373751167,2.180262641,2.081834744,2.019280351,1.939571878,1.799063293,1.771886616,1.758364896,1.716343988,1.688887478,1.652109131,1.610675488,1.592409455,1.587141352,1.561968254,1.481380697,1.477621352,1.437337245,1.456365696,1.533178969,1.468686815,1.406137513,1.403621262,1.355196632,1.325011029,1.310917455,1.326601983,1.332318594,1.346821404,1.381383896,1.542671418,1.50174563,1.540228945,1.716338212
Fragile and conflict affected situations,FCS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,2.31878347,3.057814234,,2.67342097,3.284390612,2.679297877,4.158399761,4.341273039,4.855654414,4.274074425,3.866191314,4.056317506,4.263691727,4.292587546,5.333855854,4.722729189,4.586784898,4.478254221,4.119724955,4.075312836,3.84797247,3.19193548,3.766297005,3.827843435,3.162993313,3.140927537,,,,,,,2.459049705,2.722375745,1.87061802,1.543241341,1.881159233,1.886530454,2.536675877,2.369658922,2.241291069,2.197375722,2.037160528,2.001302791,1.894147194,1.815836483,1.900221545,1.945727127,1.931791084,1.62826344,1.517859118,1.668206272,2.041704174,2.000800075,2.070150973,1.862824809,1.911247396,1.686701764,1.749328156,1.796815783,1.776196259,4.014939557,6.081961303
Finland,FIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.769041048,1.83618152,2.513178309,1.927141787,1.859273032,1.797340383,1.713951314,1.615521153,1.7550744,1.437477698,1.375854017,1.449046875,1.530845544,1.45370204,1.270178667,1.50815982,1.340124617,1.405352011,1.429444105,1.47900931,1.67093548,1.545586731,1.64375015,1.823263814,1.604041801,1.676579073,1.723909953,1.64553301,1.607691173,1.534314492,1.563351499,1.781231036,1.907131012,1.868011507,1.755603595,1.422541499,1.530472271,1.535155051,1.463175558,1.223103772,1.241147504,1.144512833,1.154637229,1.446857263,1.470163565,1.46451774,1.442401862,1.287520506,1.390939404,1.560742356,1.49175816,1.489408984,1.526584659,1.533860935,1.451930187,1.449960972,1.419652626,1.351297608,1.362534374,1.353717616,1.425822768,1.291232769,1.573638073,2.421486176
Fiji,FJI,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,0.205761317,0.188323917,0.187695516,0.21708353,0.248851455,0.218740763,0.242222222,0.300497866,0.396150762,0.507575758,0.873095001,0.938856942,0.862051438,0.919420509,1.154967799,1.241420841,1.222607935,1.133157925,1.043961754,1.969527484,2.052015089,2.270106632,2.10875526,2.166788254,1.840414107,1.808559319,1.702637273,1.62578739,1.424246345,1.364959581,1.259188866,1.131806343,1.756243418,1.82458369,1.548566731,1.486500874,1.583875953,1.323594614,1.608599017,2.237099998,1.52095281,1.786579257,1.605128941,1.610403918,1.490961694,1.386777448,1.539773099,0.91014731,1.103792902,1.404838078,1.455883152,1.435299259,1.589325586,1.599210097,1.349276079,1.316481575
France,FRA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,5.428485885,5.295607539,5.15887135,4.740085717,4.540250267,4.395319514,4.290103274,4.295245947,4.136846038,3.679751727,3.458557717,3.316093048,3.23030459,3.143719205,3.086440581,3.197145464,3.156139584,3.23156861,3.151487314,3.139395443,3.155205085,3.24613261,3.223839134,3.237131775,3.187369251,3.143932802,3.085765016,3.120451605,2.963180609,2.879935312,2.805267627,2.812136438,2.690660711,2.689534806,2.66037496,2.492496189,2.414473951,2.375409653,2.226208307,2.17784297,2.085018245,2.03069529,2.04625799,2.095680413,2.104350835,2.023706919,1.9750983,1.907528634,1.897075896,2.098147335,1.969419353,1.891406214,1.8710806,1.849875918,1.862961439,1.872258281,1.917282368,1.908642012,1.843008723,1.836461471,1.996477743,1.914406115,1.932423538,2.056386738
Faroe Islands,FRO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,1.107784431,1.015088885,1.367595697,1.432401915,1.440532826,1.550230415,1.303538175,0.679580307,0.780709343,0.668474482,1.029701536,,1.877133106,1.603627516,2.28680324,2.447640676,2.553586628,2.255494152,2.859046984,3.995927717,,,,,,,,,,,,,,1.801452248,1.793952098,1.783170277,1.668327933,1.613166169,1.248682169,1.28261921,,,,1.871622566,1.46243423,1.619804648,1.604047179,1.144818396,1.185025609,1.447545804,1.81138277,1.553634469,1.586537693,1.72005327,1.540923365,1.317560189,1.153219812
United Kingdom,GBR,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,7.092486371,6.921387523,6.944166041,6.800743411,6.596056013,6.436978573,6.249036797,6.235703712,5.9411052,5.502195639,5.197413238,5.076330623,5.171047756,4.906161057,5.069427115,5.339603439,5.175503337,4.923277621,4.733043086,4.679757567,5.019903459,4.983763369,5.381326521,5.39688559,5.508079498,5.320704619,5.059823737,4.686668443,4.214287628,4.040954332,3.983217695,4.116802423,3.864717766,3.590649512,3.381933718,2.854199491,2.724592322,2.560148772,2.495962275,2.422909593,2.372796645,2.411122101,2.485659675,2.552062015,2.497821368,2.422716076,2.369674403,2.374657771,2.487150085,2.647724533,2.567999605,2.499039878,2.417817484,2.292320474,2.184485492,2.048908004,1.984490968,1.95002886,1.944555695,1.985253731,2.162215913,2.073222036,2.073925588,2.264879052
Georgia,GEO,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.210173027,1.253587669,1.136973956,0.924374856,0.615582491,0.740186005,1.000532997,1.068489125,1.373838972,3.339169797,5.218306951,9.159116517,8.520118395,5.606597051,3.709632391,3.102968685,2.983734098,2.570552435,2.357939594,2.00294589,2.081640315,1.969742969,1.897113157,1.776554016,1.805477831,1.61153573,1.465733101,1.681143766
Ghana,GHA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.706659013,2.103004292,2.001003009,2.016348774,1.921988682,1.73260573,2.226613966,,2.655882353,2.501250625,2.118193891,1.701319472,1.429840142,1.364934323,1.581545064,1.714934696,1.566809684,1.253247335,0.851281807,0.646304302,0.773574779,0.741113532,,0.341179539,0.593211882,1.000443087,0.900516844,0.892627346,0.437880518,0.430846522,0.276510427,0.368975045,0.37734722,0.42195164,0.426586696,0.335747717,0.286903633,0.287938176,0.334707661,0.3336711,0.4436304,0.264452813,0.260305615,0.30375831,0.277570912,0.260967076,0.262213533,0.370332915,0.2940335,0.336757871,0.282687655,0.435154523,0.593208552,0.400294579,0.484989051,0.392915126,0.291412454,0.312701279,0.325876239,0.343818179,0.350949234,0.382741906,0.337946356,0.389157462
Gibraltar,GIB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,0.902357646,0.793828345,0.639108638,,,,,,,,,2.38055426,1.694640615,1.340709363,1.356116905,,,1.172819262,1.254991803,1.595131143,1.534637514,3.100210546,3.324680244,2.441181415,2.22856441,,,,,,,,2.245087357,2.386184295,2.276437911,2.562200285,1.921711146,1.796300563,1.771400561,1.483011391,1.476887051,1.532132188,2.168447018,2.125750541
"Gambia, The",GMB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.34090903,0.477501573,0.551225895,0.563939017,0.631086622,0.810531317,0.95839227,0.461265972,0.504243267,0.409650499,0.279219754,0.255557492,0.30461567,0.397307469,0.407575946,0.384833815,0.325833061,0.315793599,0.234862059,0.24438081,0.227388636,0.192621402,0.277027429,0.260242378,0.355318377,1.094917658,0.482205428,,,0.792325302,0.739511153,1.207688536,1.040522123,,,0.715876284,0.769340979,0.80932491,0.768555581,0.693939999,0.584305836
Guinea-Bissau,GNB,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,0.008694578,0.013478315,0.015024038,0.010903144,0.024396442,0.058086957,,0.181085044,,,,,0.317965024,0.49556809,0.566593083,0.650521153,1.404761905,,2.628030362,1.626726771,1.558602899,1.575423111,,1.894599283,,,,1.550257692,1.823879576,1.516130505,2.333721933,1.957042392,1.893804361,1.479004202,1.264545876,1.30856549,1.364733712,1.532115129,1.625377639,1.687431486,1.621905784,1.455452772
Equatorial Guinea,GNQ,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98642304,2.045616853,,,,,,,,,,,,1.501825868,1.482309067,2.474929604,,,,,0.766177996,1.04143202,1.239489775,1.128937094,1.14208303,1.308052872,1.640829959,1.345337642,1.303187803,1.590216982
Greece,GRC,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,4.85730296,4.24357,4.048429712,3.82448464,3.57356211,3.498464921,3.584687388,4.345707668,4.690180266,4.78878606,4.197302194,4.119199173,3.956525145,3.517709064,4.824468835,5.847321622,5.829227384,5.918535654,5.575444512,5.181248329,4.660805995,5.735701309,5.626593458,5.172476663,4.835444337,4.692566938,4.128015122,4.255520448,4.198232231,3.765869465,3.798260327,3.48486511,3.62980089,3.600124696,3.581972329,3.173190196,3.311913282,3.36586889,3.533868815,3.360469945,3.46535532,3.251412856,3.077374575,2.493894752,2.60567253,2.836596277,2.78341887,2.679305921,2.983052345,3.224841138,2.750218262,2.522278766,2.443775587,2.367772009,2.352287668,2.463303289,2.572120224,2.563489907,2.716453073,2.622453075,3.069343545,3.8668791,4.024239729,3.234407558
Grenada,GRD,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
